parameter1,parameter2,parameter3,parameter4,output
671,148,135,622,1576
4,291,70,910,1275
864,911,562,714,3051
459,87,687,55,1288
499,484,62,344,1389
639,701,875,408,2623
572,455,825,916,2768
866,7,892,416,2181
538,813,198,608,2157
108,57,731,28,924
843,226,444,924,2437
327,333,3,331,994
944,224,7,15,1190
91,354,623,311,1379
918,552,787,397,2654
710,868,159,162,1899
595,187,550,727,2059
746,309,257,126,1438
279,892,725,744,2640
809,428,153,388,1778
833,37,619,594,2083
490,886,641,389,2406
139,974,872,125,2110
225,292,866,295,1678
632,894,188,869,2583
81,217,493,29,820
349,446,742,95,1632
57,986,206,293,1542
577,54,543,158,1332
919,48,810,456,2233
163,505,115,576,1359
222,440,300,212,1174
695,218,968,811,2692
403,871,341,671,2286
315,779,30,300,1424
143,293,261,275,972
906,906,385,890,3087
890,672,304,181,2047
389,986,134,402,1911
733,660,945,97,2435
798,982,342,675,2797
944,192,370,954,2460
172,520,722,65,1479
146,197,580,885,1808
818,734,129,359,2040
566,369,882,258,2075
715,101,97,703,1616
997,117,206,401,1721
590,715,296,88,1689
941,630,13,957,2541
658,32,172,550,1412
567,200,901,520,2188
764,498,471,330,2063
222,288,298,911,1719
451,805,942,861,3059
54,283,925,559,1821
689,426,645,632,2392
364,720,923,212,2219
490,200,1000,981,2671
186,931,977,719,2813
139,440,625,252,1456
578,925,503,975,2981
464,650,22,953,2089
17,542,884,156,1599
740,429,665,577,2411
46,233,784,178,1241
832,247,349,323,1751
918,425,998,32,2373
204,794,963,949,2910
161,704,137,734,1736
565,216,283,837,1901
52,118,142,973,1285
215,426,857,375,1873
448,217,993,3,1661
164,514,800,510,1988
83,12,171,8,274
94,6,655,176,931
774,236,322,740,2072
675,126,501,301,1603
385,414,552,901,2252
375,322,985,282,1964
975,875,738,854,3442
401,163,916,942,2422
669,82,799,650,2200
893,886,728,526,3033
348,19,838,208,1413
533,617,551,462,2163
380,979,346,174,1879
448,701,775,878,2802
547,515,163,591,1816
897,959,185,305,2346
914,820,610,525,2869
667,45,613,90,1415
180,583,853,463,2079
404,430,640,424,1898
916,780,286,414,2396
116,604,686,63,1469
817,582,843,769,3011
767,762,347,477,2353
938,455,167,72,1632
861,680,206,995,2742
937,339,275,174,1725
661,453,575,588,2277
916,977,588,113,2594
321,306,807,313,1747
408,778,475,613,2274
81,304,389,717,1491
619,913,454,957,2943
590,315,117,690,1712
812,472,492,706,2482
708,432,575,390,2105
4,953,806,8,1771
998,328,132,528,1986
854,396,735,247,2232
630,859,915,234,2638
245,436,602,36,1319
976,71,685,631,2363
60,838,680,185,1763
83,163,17,325,588
636,364,759,123,1882
52,889,44,524,1509
881,23,857,709,2470
935,100,430,501,1966
664,502,834,838,2838
738,703,72,948,2461
183,710,588,726,2207
513,900,420,424,2257
898,749,34,751,2432
367,734,758,336,2195
817,590,343,489,2239
356,193,89,241,879
353,534,755,155,1797
615,530,718,916,2779
983,785,527,838,3133
937,778,812,334,2861
2,772,799,494,2067
347,672,141,553,1713
737,17,661,739,2154
740,131,968,982,2821
641,60,524,417,1642
681,609,311,763,2364
62,221,890,391,1564
838,293,510,363,2004
836,57,505,32,1430
378,60,811,336,1585
707,149,280,614,1750
530,298,598,217,1643
603,614,172,895,2284
719,435,281,661,2096
823,570,38,286,1717
138,53,704,825,1720
962,863,827,959,3611
310,747,641,460,2158
176,758,495,557,1986
19,250,815,166,1250
416,69,430,459,1374
593,515,316,497,1921
585,258,90,389,1322
115,8,228,13,364
69,298,856,502,1725
858,763,895,649,3165
834,197,905,940,2876
352,171,930,108,1561
647,634,88,694,2063
819,745,187,680,2431
492,666,958,607,2723
383,206,126,63,778
589,129,497,548,1763
643,419,853,976,2891
926,675,943,781,3325
286,85,205,646,1222
655,252,488,984,2379
109,779,746,403,2037
90,403,940,849,2282
512,353,385,654,1904
187,46,502,605,1340
710,80,571,35,1396
631,681,763,404,2479
297,281,203,56,837
451,553,705,830,2539
848,498,622,314,2282
46,555,908,757,2266
819,185,286,754,2044
845,358,711,846,2760
256,934,50,742,1982
222,888,993,842,2945
153,71,462,731,1417
229,723,166,188,1306
838,436,744,25,2043
98,223,901,433,1655
685,642,689,736,2752
603,974,709,486,2772
391,993,936,769,3089
278,21,817,423,1539
961,666,596,768,2991
890,930,464,858,3142
601,22,810,782,2215
173,949,173,85,1380
925,134,986,337,2382
345,459,919,334,2057
811,726,89,930,2556
276,193,243,789,1501
230,363,883,137,1613
697,39,117,603,1456
73,383,419,177,1052
506,365,747,308,1926
508,386,433,30,1357
568,780,913,817,3078
651,318,199,917,2085
209,282,221,827,1539
566,127,771,993,2457
832,874,140,670,2516
142,126,831,293,1392
771,364,918,880,2933
713,554,922,566,2755
288,160,57,98,603
454,145,552,375,1526
988,655,854,119,2616
978,154,291,749,2172
76,815,280,626,1797
35,224,554,605,1418
54,731,676,932,2393
436,457,603,911,2407
847,534,611,285,2277
24,150,662,282,1118
229,63,967,206,1465
574,784,257,657,2272
755,944,742,199,2640
424,870,147,793,2234
881,494,728,524,2627
5,119,708,848,1680
132,294,975,909,2310
528,661,903,461,2553
719,312,556,333,1920
669,403,560,53,1685
960,483,144,282,1869
126,782,550,631,2089
459,511,411,531,1912
174,40,368,340,922
855,327,266,717,2165
435,632,898,352,2317
497,186,725,945,2353
253,575,165,952,1945
122,482,120,647,1371
946,700,398,968,3012
182,632,263,799,1876
358,40,740,466,1604
716,144,637,416,1913
827,942,378,980,3127
256,994,180,722,2152
815,533,799,322,2469
764,914,505,137,2320
450,309,10,969,1738
118,682,374,769,1943
498,748,525,221,1992
117,568,992,344,2021
363,965,979,667,2974
650,320,41,826,1837
968,31,384,36,1419
860,235,679,119,1893
782,341,165,63,1351
194,620,757,660,2231
76,228,443,835,1582
653,954,950,115,2672
550,878,368,521,2317
134,277,367,136,914
143,803,941,401,2288
36,631,25,659,1351
515,253,937,274,1979
493,660,932,501,2586
88,299,886,582,1855
496,878,461,23,1858
974,226,98,209,1507
849,557,643,668,2717
914,823,522,85,2344
413,517,262,389,1581
545,259,384,149,1337
720,871,329,85,2005
607,547,273,207,1634
643,467,281,894,2285
267,212,768,408,1655
309,552,353,160,1374
781,452,985,954,3172
114,770,442,52,1378
579,763,91,385,1818
193,585,737,309,1824
370,582,630,840,2422
839,704,193,987,2723
352,833,908,179,2272
767,769,678,986,3200
914,911,412,602,2839
90,547,118,914,1669
723,356,556,116,1751
844,396,508,779,2527
81,447,608,989,2125
704,760,207,626,2297
433,437,649,991,2510
797,925,222,431,2375
493,109,485,42,1129
570,545,805,190,2110
242,502,46,354,1144
684,857,400,643,2584
869,34,23,242,1168
306,828,870,725,2729
977,932,243,411,2563
687,708,572,714,2681
29,204,336,829,1398
416,635,505,738,2294
316,611,389,74,1390
91,121,633,345,1190
741,329,279,82,1431
270,7,132,359,768
199,895,89,408,1591
487,470,680,26,1663
561,620,429,748,2358
12,260,94,183,549
430,236,726,224,1616
38,743,851,80,1712
217,183,629,387,1416
620,297,274,298,1489
924,699,691,47,2361
422,748,104,205,1479
797,443,171,367,1778
569,637,81,482,1769
427,60,171,798,1456
423,814,302,73,1612
918,398,887,715,2918
750,593,217,635,2195
728,940,198,76,1942
786,597,202,871,2456
188,590,470,903,2151
749,832,766,607,2954
504,556,364,808,2232
913,84,598,928,2523
396,297,11,665,1369
982,157,795,605,2539
135,841,986,787,2749
794,358,114,967,2233
941,346,702,876,2865
173,482,865,642,2162
426,551,444,320,1741
679,126,787,518,2110
802,609,859,781,3051
174,13,432,467,1086
413,427,727,246,1813
240,411,189,950,1790
525,460,813,161,1959
703,451,703,802,2659
433,330,253,572,1588
905,894,644,189,2632
32,855,995,357,2239
851,917,563,558,2889
808,331,58,13,1210
994,183,776,623,2576
628,452,634,474,2188
925,406,964,976,3271
87,253,137,668,1145
398,502,210,315,1425
265,348,926,240,1779
344,803,921,17,2085
458,980,102,361,1901
318,250,791,63,1422
469,331,932,701,2433
798,956,848,582,3184
946,15,242,580,1783
771,113,452,784,2120
150,664,392,72,1278
435,254,628,451,1768
423,719,937,132,2211
657,20,414,780,1871
983,675,569,538,2765
139,452,622,117,1330
630,223,152,763,1768
278,161,140,169,748
128,770,851,767,2516
164,405,238,406,1213
313,558,602,157,1630
453,94,412,115,1074
209,551,559,267,1586
918,483,420,679,2500
931,615,493,620,2659
297,250,642,296,1485
484,673,47,321,1525
558,294,407,89,1348
360,575,887,221,2043
229,431,66,130,856
697,198,213,915,2023
283,379,795,379,1836
163,227,342,27,759
869,533,927,978,3307
997,315,128,76,1516
832,697,458,769,2756
34,685,914,105,1738
831,838,164,489,2322
227,521,269,705,1722
969,137,240,955,2301
1,438,95,979,1513
298,956,4,6,1264
472,507,600,532,2111
987,858,705,381,2931
831,279,201,437,1748
523,658,530,36,1747
529,452,618,268,1867
642,900,559,490,2591
354,886,50,401,1691
628,425,665,300,2018
138,751,48,30,967
509,75,372,580,1536
40,215,10,412,677
763,153,316,243,1475
158,625,548,602,1933
892,457,947,55,2351
54,698,352,416,1520
562,965,276,744,2547
129,643,477,543,1792
377,570,893,438,2278
136,199,88,634,1057
704,178,113,1,996
574,156,585,935,2250
108,85,469,593,1255
549,873,982,502,2906
403,221,727,112,1463
522,640,764,534,2460
714,12,404,508,1638
376,792,174,494,1836
601,932,129,673,2335
356,664,407,432,1859
854,839,531,660,2884
498,951,405,697,2551
624,253,36,598,1511
570,275,58,231,1134
902,503,32,290,1727
613,608,937,703,2861
711,533,57,763,2064
656,854,15,283,1808
668,607,955,574,2804
777,426,438,524,2165
810,824,298,928,2860
370,643,20,46,1079
302,953,870,712,2837
461,137,717,382,1697
608,481,532,157,1778
232,798,440,721,2191
317,901,340,366,1924
698,848,48,388,1982
738,806,929,816,3289
879,593,714,557,2743
149,312,89,991,1541
516,478,458,572,2024
643,927,463,675,2708
857,494,640,159,2150
507,56,18,3,584
847,956,908,39,2750
564,407,866,108,1945
825,570,493,842,2730
97,427,959,273,1756
290,281,563,148,1282
646,789,401,767,2603
56,586,617,706,1965
955,756,45,602,2358
466,54,714,871,2105
216,506,462,896,2080
816,549,405,816,2586
6,616,701,777,2100
212,607,762,684,2265
73,558,220,447,1298
51,909,580,722,2262
776,791,937,988,3492
707,502,958,121,2288
813,288,172,43,1316
239,935,548,610,2332
694,528,912,623,2757
432,142,192,15,781
387,550,230,371,1538
553,291,355,789,1988
27,648,658,518,1851
685,85,20,961,1751
520,136,738,59,1453
902,858,918,754,3432
658,487,298,292,1735
727,511,293,195,1726
204,390,282,961,1837
229,568,404,621,1822
8,544,925,283,1760
255,397,732,340,1724
985,774,995,712,3466
511,432,705,996,2644
144,325,548,209,1226
488,281,555,334,1658
844,296,492,674,2306
256,710,807,814,2587
570,490,172,612,1844
774,738,283,518,2313
595,590,428,702,2315
205,976,738,301,2220
797,766,237,467,2267
449,821,354,42,1666
117,763,386,780,2046
437,791,621,874,2723
15,444,594,718,1771
70,894,956,849,2769
351,618,746,311,2026
916,310,134,793,2153
554,591,367,507,2019
127,250,584,897,1858
331,897,752,803,2783
193,71,386,101,751
841,907,257,552,2557
474,247,627,943,2291
335,519,993,104,1951
473,854,611,836,2774
809,742,872,989,3412
960,582,150,989,2681
938,588,534,672,2732
915,615,936,217,2683
674,663,730,104,2171
128,100,86,815,1129
804,931,607,929,3271
347,380,381,878,1986
464,376,869,64,1773
335,68,222,505,1130
962,68,752,273,2055
626,589,53,694,1962
894,757,177,773,2601
929,218,329,152,1628
546,233,670,595,2044
813,186,94,311,1404
68,692,620,91,1471
311,445,569,268,1593
52,447,263,905,1667
781,216,649,350,1996
127,467,346,997,1937
170,616,980,91,1857
61,262,948,830,2101
676,764,681,967,3088
635,125,550,53,1363
392,540,614,717,2263
805,531,282,395,2013
732,76,591,653,2052
115,658,73,836,1682
95,495,58,918,1566
349,165,723,850,2087
491,994,554,934,2973
297,592,950,593,2432
977,855,44,470,2346
501,883,477,475,2336
124,861,227,126,1338
645,127,85,567,1424
409,298,636,415,1758
599,556,429,176,1760
772,545,297,20,1634
261,131,368,763,1523
899,327,490,471,2187
114,330,158,359,961
712,883,91,56,1742
257,607,278,311,1453
990,357,309,25,1681
551,708,498,243,2000
888,613,501,673,2675
731,808,542,762,2843
82,987,90,567,1726
717,830,552,382,2481
281,558,26,428,1293
545,306,637,661,2149
290,551,727,525,2093
227,230,600,496,1553
272,488,613,920,2293
175,74,325,993,1567
242,221,932,679,2074
126,808,792,480,2206
518,710,521,50,1799
411,276,143,782,1612
596,310,280,769,1955
328,884,140,965,2317
157,879,513,261,1810
479,138,801,524,1942
201,673,971,387,2232
929,102,496,69,1596
307,525,465,306,1603
108,847,121,457,1533
311,585,789,326,2011
517,230,593,868,2208
756,737,762,536,2791
652,480,327,783,2242
986,894,610,313,2803
778,953,951,3,2685
681,190,840,341,2052
435,545,843,832,2655
22,211,652,950,1835
761,752,370,31,1914
227,716,953,552,2448
536,254,596,165,1551
967,808,975,881,3631
110,928,297,984,2319
835,747,233,425,2240
748,861,232,494,2335
413,505,638,609,2165
80,150,208,27,465
311,173,781,874,2139
488,227,937,936,2588
365,894,634,974,2867
677,101,666,201,1645
352,93,76,564,1085
110,462,781,300,1653
741,57,82,916,1796
758,683,147,968,2556
643,360,238,426,1667
971,341,664,448,2424
142,721,190,371,1424
310,405,721,250,1686
275,48,807,903,2033
839,810,905,579,3133
771,110,849,927,2657
473,908,458,154,1993
536,755,991,13,2295
52,865,752,177,1846
95,989,66,911,2061
774,729,322,43,1868
158,188,599,266,1211
419,427,535,416,1797
864,220,799,44,1927
686,979,143,276,2084
243,372,604,373,1592
910,606,916,868,3300
633,20,9,159,821
260,665,49,712,1686
650,786,951,807,3194
398,284,431,307,1420
0,958,960,545,2463
136,265,907,414,1722
319,466,327,627,1739
196,297,894,833,2220
449,315,577,183,1524
96,667,362,473,1598
507,846,455,16,1824
994,814,281,151,2240
107,13,180,233,533
141,58,600,953,1752
90,140,341,884,1455
850,740,941,39,2570
506,404,496,580,1986
523,595,184,211,1513
168,826,509,899,2402
598,276,113,517,1504
284,504,0,138,926
470,267,755,104,1596
693,928,550,482,2653
506,645,996,385,2532
295,859,550,191,1895
485,34,169,119,807
826,427,23,796,2072
847,573,150,679,2249
3,834,284,915,2036
681,814,375,206,2076
398,958,434,953,2743
136,365,409,840,1750
401,604,794,532,2331
22,478,536,187,1223
989,603,814,105,2511
358,388,698,37,1481
649,871,378,175,2073
481,295,831,77,1684
715,445,248,681,2089
539,504,800,937,2780
236,286,78,399,999
152,330,457,544,1483
623,852,681,205,2361
597,603,252,853,2305
982,577,911,433,2903
903,570,607,869,2949
171,937,847,183,2138
620,507,400,493,2020
87,613,922,467,2089
776,610,379,224,1989
657,252,398,408,1715
719,13,878,239,1849
555,643,698,823,2719
643,841,522,219,2225
695,498,73,401,1667
231,540,798,568,2137
118,180,713,502,1513
33,923,414,945,2315
266,398,545,312,1521
310,807,660,85,1862
946,822,419,935,3122
812,319,953,61,2145
418,613,385,13,1429
249,803,193,884,2129
510,885,256,36,1687
147,101,406,901,1555
924,4,171,213,1312
497,943,468,186,2094
46,871,50,156,1123
56,815,896,736,2503
366,727,913,630,2636
716,479,107,991,2293
986,106,747,838,2677
844,764,576,676,2860
605,11,834,156,1606
50,489,822,62,1423
592,158,837,70,1657
853,291,787,658,2589
610,596,294,828,2328
366,608,812,202,1988
42,146,826,461,1475
639,420,221,252,1532
683,523,346,77,1629
663,241,897,61,1862
646,778,792,974,3190
566,963,684,781,2994
265,59,418,376,1118
922,348,984,119,2373
230,51,610,318,1209
946,137,525,684,2292
837,981,524,884,3226
351,243,544,698,1836
784,447,243,341,1815
922,732,776,985,3415
188,126,724,156,1194
119,942,133,2,1196
786,64,178,882,1910
531,475,778,462,2246
15,465,602,755,1837
386,414,204,148,1152
738,911,789,615,3053
153,896,29,463,1541
916,955,277,227,2375
492,660,808,599,2559
771,90,536,642,2039
282,592,790,243,1907
185,184,528,358,1255
589,347,291,25,1252
810,993,160,786,2749
545,230,52,503,1330
814,616,914,892,3236
796,456,771,870,2893
634,4,779,936,2353
91,872,317,455,1735
358,915,992,149,2414
32,3,532,35,602
740,937,930,85,2692
914,178,31,138,1261
936,901,279,576,2692
378,412,346,805,1941
943,246,800,337,2326
135,145,799,525,1604
556,514,892,324,2286
363,50,927,381,1721
554,197,697,134,1582
568,54,497,3,1122
5,514,742,339,1600
823,159,25,673,1680
521,614,889,765,2789
346,852,551,227,1976
428,342,804,25,1599
761,583,852,258,2454
238,568,221,655,1682
728,250,447,379,1804
596,280,715,88,1679
886,172,864,818,2740
286,914,519,737,2456
403,893,691,142,2129
741,394,412,895,2442
408,276,446,156,1286
406,321,503,623,1853
432,520,991,664,2607
448,123,813,434,1818
930,96,640,976,2642
679,782,172,663,2296
874,205,232,379,1690
166,913,813,581,2473
436,30,683,576,1725
51,980,805,704,2540
175,992,922,106,2195
113,52,749,34,948
867,70,820,997,2754
764,347,887,81,2079
670,118,952,916,2656
625,253,410,155,1443
881,384,164,217,1646
715,737,746,246,2444
486,163,248,655,1552
19,443,348,586,1396
370,755,465,940,2530
253,649,569,68,1539
926,472,98,485,1981
258,365,424,944,1991
324,119,542,583,1568
122,910,77,662,1771
578,458,652,455,2143
266,134,129,227,756
866,246,691,127,1930
233,283,83,316,915
256,765,309,717,2047
89,953,80,124,1246
68,720,884,953,2625
616,795,563,48,2022
971,535,248,651,2405
563,756,581,578,2478
103,258,688,4,1053
409,434,893,622,2358
139,342,688,792,1961
364,406,722,800,2292
810,85,423,557,1875
34,198,323,83,638
706,613,12,514,1845
774,547,363,0,1684
713,204,661,210,1788
994,2,863,645,2504
958,287,465,629,2339
914,272,661,967,2814
866,92,229,321,1508
888,444,912,323,2567
132,575,943,238,1888
454,168,799,40,1461
325,711,973,738,2747
979,714,925,885,3503
109,993,888,981,2971
220,446,62,612,1340
110,934,253,375,1672
334,373,420,266,1393
809,542,717,40,2108
711,400,848,21,1980
10,213,381,645,1249
630,669,703,578,2580
54,690,322,897,1963
462,751,134,120,1467
463,385,427,258,1533
812,449,130,437,1828
735,74,60,346,1215
934,40,570,74,1618
235,276,614,766,1891
250,14,979,939,2182
893,71,484,879,2327
582,759,823,696,2860
816,62,645,144,1667
50,886,197,278,1411
224,771,809,969,2773
69,475,172,488,1204
582,126,830,48,1586
706,722,803,317,2548
599,699,698,19,2015
47,13,861,602,1523
920,442,894,952,3208
10,208,686,135,1039
557,565,456,781,2359
872,308,574,224,1978
868,230,468,632,2198
779,823,775,550,2927
405,663,936,889,2893
318,331,744,450,1843
712,61,343,82,1198
572,646,744,841,2803
509,596,158,273,1536
865,200,155,56,1276
323,585,862,728,2498
656,135,560,870,2221
133,181,795,593,1702
472,617,374,683,2146
256,586,959,746,2547
623,848,778,181,2430
962,80,16,740,1798
670,81,495,850,2096
957,161,693,984,2795
278,817,886,433,2414
759,414,1000,891,3064
31,330,990,657,2008
826,133,843,821,2623
455,508,320,477,1760
496,763,177,908,2344
490,795,136,995,2416
931,586,964,260,2741
139,15,441,203,798
397,221,196,225,1039
403,821,340,539,2103
707,677,415,742,2541
501,351,319,305,1476
595,504,484,298,1881
396,594,402,142,1534
581,917,861,998,3357
293,166,831,850,2140
227,134,516,262,1139
781,563,351,372,2067
719,866,587,461,2633
733,333,704,98,1868
220,832,421,123,1596
209,862,856,571,2498
607,533,34,210,1384
670,553,283,872,2378
488,457,9,94,1048
415,467,703,972,2557
751,201,740,439,2131
753,668,107,81,1609
66,502,807,647,2022
873,763,460,803,2899
297,278,796,943,2314
317,306,110,306,1039
930,201,525,393,2049
279,773,236,220,1508
314,284,649,855,2102
883,85,712,466,2146
712,679,35,967,2393
644,220,420,276,1560
128,914,160,907,2109
381,169,501,337,1388
108,797,812,849,2566
374,67,959,761,2161
247,963,571,68,1849
784,626,906,565,2881
958,445,358,837,2598
184,935,176,43,1338
475,61,231,748,1515
518,666,139,687,2010
135,738,897,370,2140
682,433,316,319,1750
524,272,126,947,1869
879,629,430,256,2194
407,342,768,183,1700
565,952,702,339,2558
191,938,73,907,2109
